item_name,supplier_name,quantity,price_per_unit,total_amount,amount_before_vat,purchase_date,invoice_no,notes,category,sheet_category,discount_pct,pur_id
กระดาษทรายกลม Rhynogrip (แรด) 6รู เบอร์ 400,ออโต้ สมาร์ท,100,9,900,,2563-08-07,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 38แถมฟรี 14,งานสี,,920
กระดาษทรายกลม Rhynogrip (แรด) 6รู เบอร์ 400,ออโต้ สมาร์ท,100,9,900,,2563-08-31,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 38แถมฟรี 14,งานสี,,921
กระดาษทรายกลม Rhynogrip (แรด) 6รู เบอร์ 400,ออโต้ สมาร์ท,200,9,1800,,2563-09-15,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 38แถมฟรี 14,งานสี,,922
กระดาษทรายกลม Rhynogrip (แรด) 6รู เบอร์ 400,ออโต้ สมาร์ท,100,9,900,,2563-09-25,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 38แถมฟรี 14,งานสี,,923
กระดาษทรายกลม Rhynogrip (แรด) 6รู เบอร์ 400,ออโต้ สมาร์ท,100,9,900,,2563-10-09,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 38แถมฟรี 14,งานสี,,924
กระดาษทรายกลม Rhynogrip (แรด) 6รู เบอร์ 400,ออโต้ สมาร์ท,200,9,1800,,2563-11-07,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 38แถมฟรี 14,งานสี,,925
กระดาษทรายกลม Rhynogrip (แรด) 6รู เบอร์ 400,ออโต้ สมาร์ท,100,9,900,,2563-11-20,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 38แถมฟรี 14,งานสี,,926
กระดาษทรายกลม Rhynogrip (แรด) 6รู เบอร์ 400,ออโต้ สมาร์ท,100,9,900,,2563-12-04,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 38แถมฟรี 14,งานสี,,927
กระดาษทรายกลม Rhynogrip (แรด) 6รู เบอร์ 400,ออโต้ สมาร์ท,100,9,900,,2564-01-11,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 38แถมฟรี 14,งานสี,,928
กระดาษทรายกลม Rhynogrip (แรด) 6รู เบอร์ 400,ออโต้ สมาร์ท,200,9,1800,,2564-01-23,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 38แถมฟรี 14,งานสี,,929
กระดาษทรายกลม Rhynogrip (แรด) 6รู เบอร์ 400,ออโต้ สมาร์ท,200,9,1800,,2564-02-04,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 38แถมฟรี 14,งานสี,,930
กระดาษทรายกลม Rhynogrip (แรด) 6รู เบอร์ 400,ออโต้ สมาร์ท,200,9,1800,,2564-03-06,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 38แถมฟรี 14,งานสี,,931
กระดาษทรายกลม Rhynogrip (แรด) 6รู เบอร์ 400,ออโต้ สมาร์ท,100,9,900,,2564-03-19,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 38แถมฟรี 14,งานสี,,932
กระดาษทรายกลม Rhynogrip (แรด) 6รู เบอร์ 400,ออโต้ สมาร์ท,200,9,1800,,2564-03-26,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 38แถมฟรี 14,งานสี,,933
กระดาษทรายกลม Rhynogrip (แรด) 6รู เบอร์ 400,ออโต้ สมาร์ท,200,9,1800,,2564-05-06,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 38แถมฟรี 14,งานสี,,934
กระดาษทรายกลม Rhynogrip (แรด) 6รู เบอร์ 400,ออโต้ สมาร์ท,200,9,1800,,2564-07-13,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 38แถมฟรี 14,งานสี,,935
กระดาษทรายกลม Rhynogrip (แรด) 6รู เบอร์ 400,ออโต้ สมาร์ท,100,9,900,,2564-07-19,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 38แถมฟรี 14,งานสี,,936
กระดาษทรายกลม Rhynogrip (แรด) 6รู เบอร์ 400,ออโต้ สมาร์ท,100,9,900,,2564-08-31,202108203,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 38แถมฟรี 14,งานสี,,937
กระดาษทรายกลม Rhynogrip (แรด) 6รู เบอร์ 400,ออโต้ สมาร์ท,100,9,900,,2564-09-23,202109165,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 38แถมฟรี 14,งานสี,,938
กระดาษทรายกลม Rhynogrip (แรด) 6รู เบอร์ 400,ออโต้ สมาร์ท,100,9,900,,2564-10-11,202110080,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 38แถมฟรี 14,งานสี,,939
กระดาษทรายกลม Rhynogrip (แรด) 6รู เบอร์ 400,ออโต้ สมาร์ท,100,9,900,,2564-10-28,202110201,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 38แถมฟรี 14,งานสี,,940
กระดาษทรายกลม Rhynogrip (แรด) 6รู เบอร์ 400,ออโต้ สมาร์ท,100,9,900,,2565-02-14,202202131,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 38แถมฟรี 14,งานสี,,941
"กระดาษทรายกลม CAPTAIN 6"" 6รู เบอร์ 400",ทาเลนท์อินเตอร์เทรด,400,5.5,2200,,2565-03-08,IV6504527,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 38แถมฟรี 14,งานสี,,942
กระดาษทรายกลม Rhynogrip (แรด) 6รู เบอร์ 400,ออโต้ สมาร์ท,150,9,1350,,2565-05-26,202205231,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 38แถมฟรี 14,งานสี,,943
กระดาษทรายกลม Rhynogrip (แรด) 6รู เบอร์ 400,ออโต้ สมาร์ท,3,650,1950,,2566-06-14,IV1433445,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แถมฟรี 8,งานสี,,944
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 80 ,ออโต้ สมาร์ท,100,7,700,,2563-12-04,,ราคาที่ลง ยังไม่รวมภาษี,ออโต้เทรด **โปร 11-20 กล่อง ลด 30%,งานสี,,945
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 80 ,ออโต้ สมาร์ท,100,8,800,,2564-12-07,202112058,ราคาที่ลง ยังไม่รวมภาษี,ออโต้เทรด **โปร 51-100 กล่อง ลด 35%+5%,งานสี,,946
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 80 ,ออโต้ สมาร์ท,100,8,800,,2565-03-28,202203217,ราคาที่ลง ยังไม่รวมภาษี,ออโต้เทรด **โปร 101-200 กล่อง ลด 35%+7%,งานสี,,947
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 80 ,ออโต้เทรด มาร์เก็ตติ้ง,200,8,1040,,2565-06-14,IV1417481,ราคาที่ลง ยังไม่รวมภาษี,ออโต้เทรด **โปร 101-200 กล่อง ลด 35%+7%,งานสี,0.35,948
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 80 ,ออโต้เทรด มาร์เก็ตติ้ง,1,800,560,,2566-06-14,IV1433445,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 11-19แพ็ค ลด 30%,งานสี,0.3,949
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 80 ,ออโต้เทรด มาร์เก็ตติ้ง,1,800,560,,2566-10-05,IV1438645,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,0.3,950
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 80 ,ออโต้เทรด มาร์เก็ตติ้ง,2,800,1600,,2567-04-25,IV1447634,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,0.35,951
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 80 (จำนวนแพ็ค),ออโต้เทรด,2,800,1112.8,1600.0,2568-06-07,IV1466221,ราคารวม VAT แล้ว,โปรซื้อ 20แพ็ค ลด 35%,งานสี,0.35,952
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 100 -- แถมฟรี,ออโต้ สมาร์ท,100,7,700,,2562-08-05,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,953
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 100  ,ออโต้ สมาร์ท,100,7,700,,2562-08-24,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,954
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 100  ,ออโต้ สมาร์ท,100,7,700,,2563-02-22,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,955
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 100  ,ออโต้ สมาร์ท,100,7,700,,2563-03-25,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,956
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 100  ,ออโต้ สมาร์ท,100,7,700,,2563-04-09,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,957
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 100  ,ออโต้ สมาร์ท,100,7,700,,2563-05-20,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,958
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 100 -- แถมฟรี,ออโต้ สมาร์ท,100,7,700,,2563-07-10,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,959
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 100  ,ออโต้ สมาร์ท,100,7,700,,2563-12-04,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,960
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 100  ,ออโต้ สมาร์ท,100,7,700,,2564-07-13,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,961
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 100  ,ออโต้ สมาร์ท,100,7,700,,2564-12-07,202112058,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,962
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 100  ,ออโต้ สมาร์ท,200,7,1400,,2565-02-14,202202131,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,963
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 100 ตราม้าส้ม ,ออโต้เทรด มาร์เก็ตติ้ง,100,7,455,,2565-06-14,IV1417481,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,0.35,964
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 100 ตราม้าส้ม ,ออโต้เทรด มาร์เก็ตติ้ง,300,7,1365,,2565-09-12,IV1421363,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,0.35,965
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 100 ตราม้าส้ม ,ออโต้เทรด มาร์เก็ตติ้ง,1,700,490,,2566-10-05,IV1438645,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,0.3,966
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 100 ตราม้าส้ม ,ออโต้เทรด มาร์เก็ตติ้ง,400,7,1959.9999999999998,,2567-02-13,IV1444437,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,0.3,967
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 120,ออโต้ สมาร์ท,100,7,700,,2562-07-22,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,968
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 120,ออโต้ สมาร์ท,100,7,700,,2562-12-17,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,969
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 120,ออโต้ สมาร์ท,100,7,700,,2563-04-09,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,970
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 120,ออโต้ สมาร์ท,100,7,700,,2563-05-26,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,971
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 120,ออโต้ สมาร์ท,100,7,700,,2563-08-07,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,972
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 120,ออโต้ สมาร์ท,100,7,700,,2563-08-31,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,973
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 120,ออโต้ สมาร์ท,100,7,700,,2563-09-25,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,974
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 120,ออโต้ สมาร์ท,100,7,700,,2563-11-20,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,975
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 120,ออโต้ สมาร์ท,100,7,700,,2563-12-04,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,976
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 120,ออโต้ สมาร์ท,100,7,700,,2564-03-26,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,977
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 120,ออโต้ สมาร์ท,100,7,700,,2564-08-09,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,978
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 120,ออโต้ สมาร์ท,200,7,1400,,2564-12-07,202112058,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,979
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 120,ออโต้ สมาร์ท,100,7,700,,2565-05-06,202205057,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,980
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 120,ออโต้ สมาร์ท,100,7,700,,2565-05-26,202205231,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,981
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 120 ตราม้าส้ม,ออโต้เทรด มาร์เก็ตติ้ง,4,700,1820,,2565-12-08,IV1425090,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 11-19แพ็ค ลด 30%,งานสี,0.35,982
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 120 ตราม้าส้ม,ออโต้เทรด มาร์เก็ตติ้ง,5,700,2450,,2566-04-05,IV1430190,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,0.3,983
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 120,ออโต้ สมาร์ท,400,7,1959.9999999999998,,2566-11-18,IV1440657,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,30.0,984
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 120,ออโต้ สมาร์ท,100,7,455,,2567-08-26,IV1453250,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,35.0,985
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 120 (จำนวนแพ็ค),ออโต้เทรด,3,700,1460.55,2100.0,2568-06-07,IV1466221,ราคารวม VAT แล้ว,โปรซื้อ 20แพ็ค ลด 35%,งานสี,0.35,986
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 150,ออโต้ สมาร์ท,100,7,700,,2562-07-22,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,987
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 150,ออโต้ สมาร์ท,100,7,700,,2562-08-13,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,988
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 150,ออโต้ สมาร์ท,100,7,700,,2562-08-24,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,989
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 150,ออโต้ สมาร์ท,100,7,700,,2563-03-17,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,990
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 150,ออโต้ สมาร์ท,100,7,700,,2563-04-09,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,991
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 150,ออโต้ สมาร์ท,100,7,700,,2563-05-20,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,992
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 150,ออโต้ สมาร์ท,100,7,700,,2563-06-10,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,993
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 150,ออโต้ สมาร์ท,100,7,700,,2563-07-10,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,994
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 150,ออโต้ สมาร์ท,100,7,700,,2563-08-07,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,995
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 150,ออโต้ สมาร์ท,100,7,700,,2563-09-25,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,996
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 150,ออโต้ สมาร์ท,100,7,700,,2563-11-07,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,997
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 150,ออโต้ สมาร์ท,100,7,700,,2564-01-11,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,998
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 150,ออโต้ สมาร์ท,100,7,700,,2564-01-23,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,999
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 150,ออโต้ สมาร์ท,100,7,700,,2564-02-04,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,1000
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 150,ออโต้ สมาร์ท,100,7,700,,2564-03-06,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,1001
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 150  -- แถมฟรี,ออโต้ สมาร์ท,100,,ได้โปรแถมฟรี,,2564-03-19,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,1002
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 150,ออโต้ สมาร์ท,100,7,700,,2564-05-06,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,1003
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 150,ออโต้ สมาร์ท,100,7,700,,2564-07-13,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,1004
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 150,ออโต้ สมาร์ท,100,7,700,,2564-08-09,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,1005
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 150,ออโต้ สมาร์ท,100,7,700,,2564-08-31,202108203,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,1006
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 150  -- แถมฟรี,ออโต้ สมาร์ท,100,,ได้โปรแถมฟรี,,2564-09-23,202109165,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,1007
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 150,ออโต้ สมาร์ท,200,7,1400,,2565-02-14,202202131,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,1008
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 150,ออโต้ สมาร์ท,200,7,700,,2565-05-06,202205057,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,1009
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 150,ออโต้เทรด มาร์เก็ตติ้ง,300,7,1365,,2565-06-14,IV1417481,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,0.35,1010
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 150 ตราม้าส้ม ,ออโต้เทรด มาร์เก็ตติ้ง,300,7,1365,,2565-09-12,IV1421363,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,0.35,1011
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 150 ตราม้าส้ม ,ออโต้เทรด มาร์เก็ตติ้ง,3,700,1365,,2565-12-08,IV1425090,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,0.35,1012
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 150 ตราม้าส้ม ,ออโต้เทรด มาร์เก็ตติ้ง,400,7,1959.9999999999998,,2567-02-13,IV1444437,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,0.3,1013
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 150 ตราม้าส้ม ,ออโต้เทรด มาร์เก็ตติ้ง,100,7,486.85,,2568-10-24,IV1472726,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,0.3,1014
"กระดาษทรายน้ำ Oslong 9""x11"" เบอร์ 320",เบรนเวิคส์,100,7.5,750,,2561-05-22,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,1015
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 320,ออโต้ สมาร์ท,100,7,700,,2562-07-13,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,1016
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 320,ออโต้ สมาร์ท,100,7,700,,2562-08-05,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,1017
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 320,ออโต้ สมาร์ท,100,7,700,,2562-08-13,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,1018
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 320,ออโต้ สมาร์ท,200,7,1400,,2562-08-24,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,1019
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 320,ออโต้ สมาร์ท,200,7,1400,,2562-09-04,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,1020
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 320,ออโต้ สมาร์ท,100,7,700,,2562-09-09,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,1021
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 320,ออโต้ สมาร์ท,100,7,700,,2562-12-17,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,1022
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 320,ออโต้ สมาร์ท,200,7,1400,,2563-02-22,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,1023
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 320,ออโต้ สมาร์ท,100,7,700,,2563-03-10,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,1024
กระดาษทรายเหลี่ยมขัดน้ำ 230มม.*280มม. เบอร์ 320,ออโต้ สมาร์ท,100,7,700,,2563-03-17,,ราคาที่ลง ยังไม่รวมภาษี,โปรซื้อ 20แพ็ค ลด 35%,งานสี,,1025
